1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,1
1,0,0,0,0,0,0,0,0,0,0,t,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,2,2,2,0,2,0,2,0,2,0,2,0,2,2,2,0,0,0,1
1,0,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,0,1
1,0,0,0,2,0,2,0,2,0,2,1,2,0,2,0,2,0,2,0,0,0,1
1,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,1
1,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,1
1,0,0,0,0,2,0,2,0,2,2,2,2,2,0,2,0,2,0,0,0,0,1
1,0,0,0,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,0,0,0,1
1,0,t,0,0,2,1,2,0,2,2,m,2,2,0,2,1,2,0,0,t,0,1
1,0,0,0,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,0,0,0,1
1,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,1
1,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,1
1,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,1
1,0,0,0,2,0,2,0,2,0,2,1,2,0,2,0,2,0,2,0,0,0,1
1,0,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,0,1
1,0,0,0,2,2,2,0,2,0,2,0,2,0,2,0,2,2,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,t,0,0,0,0,0,0,0,0,0,0,1
1,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,250,250,700,1000
