1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,0,1
1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1
1,0,0,0,1,1,2,2,2,2,2,o,2,2,2,2,2,1,1,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,1,0,1,2,2,2,2,2,2,0,0,0,1
1,0,c,0,2,t,0,0,0,0,0,m,0,0,0,0,0,t,2,0,c,0,1
1,0,0,0,2,2,2,2,2,2,1,0,1,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,1,1,2,2,2,2,2,o,2,2,2,2,2,1,1,0,0,0,1
1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1
1,0,0,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,250,300,500,800
